,text,target
1859,,армия
1860,"На политзанятиях солдат спрашивает препода:- Товарищ капитан, есть ли жизнь на Марсе?Капитан подумал и ответил:- Жизни, может, там и нет, но армия есть везде!",армия
1861,Милитари-бар,армия
1862,Ностальгия,армия
1863,"Приходит солдат в санчасть. Доктор ему:- Слушай, а ведь на гражданке ты бы ко мне с такой фигней не пошел!- Конечно, я бы вас на дом вызвал!..",армия
1864,"В российской армии создан батальон ""Солдаты удачи"". Солдаты этой частибудут вскапывать огороды у дач генералов.",армия
1865,- А чего это здесь дорога так густо заплевана?- Роте солдат черная кошка дорогу перебежала!,армия
1866,"Солдат, помни, ты охраняешь сон не только своей девушки, но также и сонпарня, который спит с ней сейчас!",армия
1867,"Российская армия решила принять на вооружение иномарки с затемненнымистеклами и фальшивыми номерами. По подсчетам специалистов, из окон такихмашин за последние 20 лет удалось поразить больше целей, чем из всейроссийской бронетехники вместе взятой.",армия
1868,"Два солдата приходят к командиру:- Дайте мне, пожалуйста, увольнительную на 2 недели, хочу жениться.- Дайте и мне, пожалуйста, увольнительную, я тоже хочу жениться. Только  мне нужно 3 недели.- А почему вам нужно на неделю больше?- Мне еще надо найти невесту.",армия
1869,"Девушка, отказавшая солдату,должна привлекаться к уголовной ответственности за измену Родине.",армия
1870,"У России три союзника: армия, флот, и..... Венесуэла.",армия
1871,Из мазохистов получаются хорошие солдаты. Первыми рвутся в рукопашныйбой.,армия
1872,"Знаете ли вы, что...... ваш ребенок прослужит дольше, если отдать его во флот.",армия
1873,"Объявил Саакашвили войну России и грузинская армия дошла до самойМосквы.- Русский, сдавайтэсь! - грозно крикнул Саакашвили с броневика. - Шашлык  дэлать будэм!- Ара, какой-такой русский в Масквэ, да? - удивились москвичи.",армия
1874,,армия
1875,ОКОП ПСИХОЛОГИЧЕСКОЙ РАЗГРУЗКИ,армия
1876,ПОД МУХОЙ,армия
1877,"Армия. Офицер – разводящий караула, подбегает к прапору – бывшемудесантнику:- Слушай, мне срочно нужно склад открыть с продовольствием или часть  голодная останется, а там часовой с боевым оружием – боец из моей роты.  Надо его снять по быстрому, но аккуратненько без жертв. Ты же –  десантура, умеешь!- А ты че, пароль забыл что ли? Спроси в штабе.- Да не я, а он, сука!",армия
1878,"Командующий флотом:- Подводная лодка опустилась на дно и затаилась, это хорошо. Плохо, что  эсминец и крейсер проделали то же самое.",армия
1879,,армия
1880,"У России есть только два союзника: нефть и газ. Поскольку армии и флотасчитай, что уже нет.",армия
1881,no name,армия
1882,Я СПРОСИЛ У ТОПОЛЯ... (С) ИРОНИЯ СУДЬБЫ,армия
1883,"Почему российская армия дачи строит гораздо лучше, чем дороги?Потому что на дачах живут реальные генералы, а по дорогам может проехатьпотенциальный противник.                                                           )Прислал AVG(",армия
1884,"Армия на самоокупаемости.Всего 1,5 миллиарда долларов заплатил иностранный мультимиллиардер заправо нажать любую кнопку в ракетном бункере.                      http://www.angelfire.com/my/migrations/doska.html",армия
1885,Тополь М,армия
1886,"Путин:- Почему наша армия не обеспечена теплыми рукавицами на зиму?Министр обороны:- Не успевает промышленность, Владимир Владимирович! Шьет-то их один  Ходорковский...",армия
1887,песочница,армия
1888,"Солдаты чистят картошку и рассуждают о тяготах военной службы:- У меня старшина, ну, прямо зверь.- Это что, вот у меня старшина, как баба.- !?- Одни наряды на уме...                                                     /Бирашевич Владимир/",армия
1889,"Письмо солдата.Солдат пишет письмо домой своей жене:- Мне надо немного денег на сигареты и т.д. Я думаю, 3000 рублей мне  хватило бы на этот месяц.Жена пишет ему в ответ:- Здесь 300 рублей на сигареты. А ""и т.д."" ждет тебя дома бесплатно.                                                            Пер. с нем.",армия
1890,"Демонстрировать на авиасалоне ракеты ПВО (С-400) - это примерно то жесамое, что на симпозиуме врачей хвастаться гробами!",армия
1891,"Корабельный состав и вооружение Военно-Морских сил Украины будетпополняться и модернизироваться, заявил президент Украины Виктор Ющенко,еще вчера два корабля из ВМФ Украины перешли в состав подводного флота.",армия
1892,"Подводный флот Украины пополнился двумя единицами боевой техники. Вчераночью в Балаклавской бухте от старости затонули буксир ""Опанас Шпак"" ималое топливозаправочное судно ""Говерла"".",армия
1893,"Сын генерала играет в солдатики:- Пап, смотри, я тут правый фланг построил, а тут левый...- Правильно, молодец сынок! А вот это наверно резерв притаился?- Нет, это мне солдатики дачу строят...",армия
1894,Люксембург начал вывод своего солдата из Ирака.,армия
1895,"Солдат приехал домой в отпуск. Приходит к своей девушке.Она ему рассказывает как скучает без него:- Как просыпаюсь, так смотрю на твою фотографию и вздыхаю...  Как ложусь спать, опять смотрю и вздыхаю...- А в остальное время?- Нуу-у... это тебе неинтересно...",армия
1896,Оружие стройбата,армия
1897,"Солдат вернулся из армии в свой родной город. Раннее утро.Идет он по еще пустой главной и, в принципе, единственнойулице, радостно-вдохновленный такой... Весна, знаете ли!Подходит к цветочной палатке:- Здравствуйте, тетя Маня!- Ой, Ванюша, никак из армии вернулся! А возмужал-то как!- А дайте мне, теть Маня, самую большую и красивую розу...- Ээээ... Ты для Катьки чтоль?- Для нее!- Ну как бы тебе сказать... замужем она, в общем, Вань...- .................................... Афигеть!...... Дайте две!!                                                        http://nasnet.ru",армия
1898,"Генерал с проверкой в части, заходит в солдатскую столовую:- Ну, что, товарищи бойцы, еды-то хватает?- Хватает, товарищ генерал, даже остается!Генерал (хмурясь):- Остается, говорите? И что ж с ней делаете?- Доедаем, товарищ генерал! Даже не хватает!!!",армия
1899,"В приемной Владимира Путина.- Секундочку. Командующего морским флотом ко мне! Сегодня потери  во флоте были?- Никак нет!- Алло, Джордж? А-4, мимо",армия
1900,Призывник 2006,армия
1901,"Анекдот времен войны.Советские войска прорвались в Берлин. В аптеку влетает запыхавщийсясолдат, наставляет на хозяина аптеки автомат и требует выпить.Испуганный аптекарь в растерянности - у него нет спирта и он с испугуналивает солдату серной кислоты. Тот, крякнув, выпил, и побежал посвоим делам. Через некоторое время он остановился по малой нужде, и,как водится, попал на сапог. Сапог тут же разъело.На следующий день он вновь ворвался в ту же аптеку. Подготовленный задень немец налил ему припасенного чистого спирта. Солдат выпил, вышелна улицу, отлил на сапог и, не увидя результата, чертыхнулся:- Надо же, второй день в Берлине, а они уже и здесь разводить  научились!!!",армия
1902,"В 1714 году, во время Северной войны, русская армия под командованиемГолицына вышла в тыл шведскому корпусу и заняла позицию. Шведы тут жеатаковали, но были отбиты. Офицеры предложили Голицыну немедленноначинать контратаку, воспользовавшись смятением противника.Однако Голицын решил дождаться еще хотя бы двух атак шведов. Толькопосле третьей отраженной атаки русские перешли в наступление и безособого труда разбили неприятеля...Чего же ждал Голицын? Он ждал, пока шведы, бегая туда-сюда, утрамбуютснег...",армия
1903,"Когда голландская армия наступает - все очень строго! впереди пехота набреющем полете.За ними офицеры на боевых зеленых сороконожках.И танки, голландский танк спрыгивает с дерева, стреляет, дико хохочет иснова прячется в дупло.И как с ними такими воевать - хуй его знает! ....",армия
1904,"Из КВН (Премьер-лига)С 2008 года наша армия окончательно перейдет на контрактную систему.Заключить контракт долг каждого гражданина, достигнувшего 18-летнеговозраста....",армия
1905,Ползут два солдата в разведку...Вдруг один вляпывается рукой в говно.Второй:- Тха-ха-ха!!!Первый (затыкая ему рот измазанной рукой):- Тихо bля!,армия
1906,"- Как вы относитесь к тому, что срок срочной службы в армии с двух лет  собираются сократить до одного года?- А какую половину собираются сократить, когда солдат гоняют как салаг и  духов, или когда они уже деды и дембеля?",армия
1907,"Старшина:- Товарищ солдат, вы умеете плавать?Солдат:- Так точно!Старшина:- Где вы этому научились?Солдат:- В воде, товарищ прапорщик!",армия
1908,"Молодой лейтенант-танкист возвращается из отпуска, залезает в танк икомандует:- Раздавай!... Раздевай!... Разливай!... Тьфу! Заводи!",армия
1909,"В раздевалке в казарме стоит прапор и громко кричит: ""Саратов!"" Изшкафчиков по левой стороне выскакивают солдаты, несутся к шкафчикам поправой стороне, запрыгивают в них и там закрываются. Через пару минутпрапор снова орет: ""Саратов!"" Солдаты выпрыгивают из шкафчиков,перебегают раздевалку и закрываются в шкафчиках с левой стороны. Черезпару минут сценка повторяется.В раздевалку заходит офицер.""Смирно! Чем занимаетесь, товарищ прапорщик?""""Учения провожу, товарищ подполковник!""""Какие еще учения?""""Внеплановые, товарищ подполковник! Приказ поступил - завтра на полигонвыезжаем. А в Саратове согласно приказу у нас пересадка с поезда напоезд...""",армия
1910,"- Витька, что случилось?- Меня из института выгнали.- Не плачь! Солдаты не плачут!!",армия
1911,"Солдат подходит к командиpу:- Мне в отпуск надо - жена pодить должна...Командиp отпускает его; чеpез неделю солдат возвpащается.- Hу, Петpов, кто pодился - сын или дочь?- Чеpез девять месяцев узнаем.                                            http://www.orangez.ru",армия
1912,"Сравнительные учения российских и американских военных.Взвод американских морпехов на четырех ""Брэдли"" атакует условногопротивника и через 30 минут почти его сминает. Но в этот момент ихконтратакуют во фланг и они проигрывают.Командир взвода российских мотопехотинцев, перед атакой, отсылаеткуда-то один БТР, наступая тремя. Американский генерал про себя: ""Черт,русские умнее нас, оставили резерв в засаде"". Через полчаса контрудар,но вернувшийся бронетранспортер спасает положение и наши побеждают.Вывод: Армия, в которой командир перед боем посылает четверть своегосостава в ближайшую деревню затариться ""бухлом"" - непобедима.",армия
1913,"2099 год...Армия России стала компьютеризированной и суперпрестижной. Идетмедкомиссия. Врач:- Ну что, призывник. Со здоровьем у вас неважно, волосы длинные, так  что направляем вас в ВУЗ, по юридическому профилю.- Доктор! Я не могу в ВУЗ! Я же на первом экзамене коньки отброшу! А  если деды заставят реферат писать???- Сынок... Кто-то должен в России в ВУЗах учиться. Так что... Исполняй  свой долг, студент...",армия
1914,"2050 год. Вооружение стало очень сложное, поэтому армия полностьюпрофессиональная и элитная.Университет, 1 курс. Два студента.- Ну что солдат? Тоже из армии отчислили?",армия
1915,"58-ая годовщина Победы. Внук спрашивает дедушку:- Деда, а какая армия сильнее: тогдашняя или современная?- Тогдашняя, внучок, тогдашняя.- А почему? Ведь сейчас и танки, и пушки, и самолеты лучше, а ракет  тогда вообще не было!- Так в то время и прапорщиков не было!",армия
1916,"В армии готовят к возможной войне, но исходя из того чем солдат тамзанят, своих врагов, случись война, мы будем: заметать, мыть, закапыватьили красить.",армия
1917,"Спрашивает бабка солдата:- А чем солдаты от партизан отличаются?- Солдаты нападают спереди, а партизаны - с тыла.- А-а-а. Значит, дед-то мой - партизан!",армия
1918,"Офицер спрашивает солдата, почему тот пошел в армию.Новобранец решил ответить честно:- Во-первых, я хочу защищать свою Родину. Во-вторых, служба сделает  меня сильнее. В-третьих, меня никто не спрашивал.                                            http://comykarmy.hut1.ru/",армия
1919,"У нас армия формируется на контрактной основе: служат те, кто не смогзаключить ""контракт"" с военкоматом.                                                        www.xaxaxa.ru",армия
1920,Главком Военно-морским флотом РФ Владимир Куроедов: “В этом году мызаложим два новых корабля — фрегат и большой десантный корабль новыхсерий”. Эти слова вызвали шквал радостных эмоций у сотрудниковкитайского ломбарда.,армия
1921,"Если бы второй фронт не был открыт и Красная Армия дошла до Ла-Манша,французские дети не научились бы жевать жевачку, не портили себе желудок""Макдональдсом"", а лучшие из них смогли бы летом отдыхать в Артеке.http://censor.net.ua/",армия
1922,"Армейская тема:* Не волнуйтесь, условия в столовых стали лучше, питаться солдаты будуттеперь только ложками.* Эффективность гранаты равна пачке противозачаточных средств, 5-6человек как будто и не рождалось.* Отдавать честь солдат должен, только в позе, с рукой поднятой к голове.* Солдата от жажды спасает вода во фляжке, а у вас там только воздух.Вы, что, боитесь задохнуться.* Строевая песня может быть и про любовь к девушке, но обязательно хором.* Военный: - На гражданке половина молодежи с медицинским образованием,сядут в подъезде, сами себе уколы делают.* Высшее воинское звание то, кем мечтает стать каждый солдат. В Россииэто дембель.",армия
1923,"Задумался тут - до чего мы удивительны....мало нам пушки которая не стреляет и колокола, что не звонит...Еще у нас есть Флот который не плавает;И демократия без выборов;B Конституция которую мало кто читал;Гимн который дома не поют, а те кто поют - слов не знают;Главный памятник у нас - НЕИЗВЕСТНОМУ;У всех есть Святыни - если атака на каабу или стену плача или тамбиг бен - будет ударом в сердце нации то у нас? - если кто взорветнапр мавзолей - больш часть воспримет это с облегчением - однойпроблемой меньше стало...А уж кремль вообще полстраны взорвать мечтают...И даже дефолт у нас привел к экономическому росту...Наверно мы неуязвимы - нас не за что и нечем уязвить.",армия
1924,"Он был обычным котом, лежал на печи и ел сметану.Но армия добралась и до него.Смотрите на видео ""Кот в сапогах"".                                                  КВН БГЭУ",армия
1925,"Армия. Уходит дембель.- Ну, присядем на дорожку... Духи 20, а черпаки 10 раз!",армия
1926,"Правительству на заметку - Ваши солдаты прослужат Вам гораздо дольше,если приказом Вашего министра обороны увеличить им срок службы.",армия
1927,Министр обороны выступил против «дебилизации населения при помощителевидения».Поддерживаю! Армия – естественный монополист в сфере дебилизации!,армия
1928,"Солдатика в увольнительную отпустили. В кармане - меньше полтинника.Пошел в хлебный, купил буханку-кирпич, оторвал верх, вытащил мякиш исъел eго. Потом пошел на базар, нашел бабку, торгующую медом.- Бабка, залей-ка мне в буханку банку меда.- Конечно, служивый! Давай ее сюда!- Спасибочки! А почем мед-то?- Для тебя - 60 рублей!- У-у, как дорого! Ладно, выливай назад!",армия
1929,"Армия. Строй новобранцев. Прапорщик опрашивает вновь прибывших:Прапор: Фамилия, образование?Рядовой: Сидоров, семь классов!Прапор: Маладца, Сидоров! Следующий, фамилия, образование?Рядовой: Рабинович, МГУ.Прапор: Что, что???Рядовой: МГУ…Прапор: Ну, что ты там мычишь, писать-то хоть умеешь?",армия
1930,"Рядовой замучил своего лейтенанта пpосьбами о пpедоставлении емутpехдневного отпуска. Hа вопpос о пpичине отпуска он ответил, что егожена, пpоходящая службу во вспомогательной женской бpигаде сухопутныхвойск, получила звание сеpжанта.- Это пpекpасно - но пpи чем здесь ваш отпуск?!- Я хочу сделать то, о чем мечтает каждый солдат...- Что именно?- Отлупить сеpжанта до бесчувствия и оттp#хать во все дыpы!!!",армия
1931,"Прапорщик на плацу расказывает солдатам про типы препятствий:""Препятствия бывают трех типов: надолбы, выдолбы и долбо#бы.Препятствия третьего типа - непреодолимы!""",армия
1932,"Плох тот генерал, который не был солдатом.",армия
1933,"Росийские НИИ разработали новое оружие - ""Виагра-газ"". При распыленииего по полю боя солдаты противника не могут ползти.",армия
1934,"Солдат предлагает прапору:- Товарищ прапорщик, я предлагаю уничтожить все бумаги более чем  10-летней давности, тогда в архиве освободится очень много места.- Отличная идея! Выполняйте. Но для надежности перед уничножением бумаг  не забудьте снять с них ксерокопии.",армия
1935,"В казарме после отбоя лежат солдаты, не спят.Думают о гражданке.Каждый - о своей.",армия
1936,"Солдаты это те же дети, тольхо х%й больше и автомат настоящий.                                                               G",армия
1937,"Флотская аксиома: если предмет движется - отдай ему честь,если не движется - покрась его!                                            ВокругСмеха.ру",армия
1938,"Отделение солдат, выделенное на хозработы, дружно отлынивало.Один солдат, известный бездельник, закурив, сказал:- Самое трудное в ничегонеделании - это то, что ты не можешь  прерваться и отдохнуть.                               Sergeevich (www.s-image.narod.ru)",армия
1939,Забрали программиста в армию офицером. Построил солдат и командует:- На нулевой-первый рассчитайся!,армия
1940,"Армейский свежачок:- Сидоров! Не стройте из себя дурака умнее меня!- Это вам армия, а не бордель для благородных девиц!- Теперь я вам, сукины дети, на 2 года родной отец!- Что вы канючите как босяки на паперти?! Песню в строю надо орать так,  чтоб птицы на лету дохли!- Дисциплина вам здесь не сиська с мамкой!- Тумбочка дана солдату для устава, а не для всякой прочей ерунды.- Что вы щуритесь, как китайцы с похмелюги!- Вот разгрузите вагон с углем, помоетесь и будете опять как белые  негры.- А кто будет нагло втихаря дышать в противогазе, пробежит еще два  круга.- Будете лежать здесь на плацу до 7-го пота.- Думаете мне легко?! Не каждый дурак согласится вами умниками  командовать!- Ща, берете лопаты и на самоподготовку.- Думать надо головой, а не лычками на плечах.- Здесь вам не за самоваром с блинами тещу танцевать!- Обматерил бы я вас, бля, козлы позорные, да устав не позволяет!",армия
1941,"Солдат и сержант:- Разрешите сходить в туалет!- Идите, даю вам две минуты.- А если не хватит?- Вернетесь - я добавлю.suckme`s saloon - life online - http://suckme.ru/",армия
1942,"В детстве мама часто говорила мне: ""Кушай, сынок! А то в солдаты невозьмут""...Зачем же я ел???!!!",армия
1943,"Инспектирующий генерал недовольно говорит:- Плохо стреляете, товарищи солдаты! Очень плохо!Сам берет автомат, прицеливается и дает длинную очередь.Подбегает майор и докладывает:- Ноль, товарищ генерал!- Вот именно! Так вы и стреляете! Позор! Майор, покажите роте,  как надо стрелять!",армия
1944,,армия
1945,"Кто сказал, что лишь армия сделает из мальчика мужчину? Если в 17 летвозникает такая необходимость, то лучше идти не в армию, а по крайнеймере в общежитие педуниверситета..",армия
1946,"Французская армия. Полковник, проходя перед строем солдат, видит, что уодного из солдат брюки ниже ремня оттопырены. Тогда он отдает приказсержанту, командующему взводом:- Сержант! Приказываю вам дать этому солдату месяц отпуска, чтобы он мог  получил то, чего ему не хватает.Через месяц полковник снова проходит перед строем и опять замечает тогоже солдата в таком же виде. Он снова отдает приказ:- Сержант! Приказываю вам дать этому солдату еще два месяца отпуска,  чтобы он наконец-то получил то, что ему надо больше всего.Проходит два месяца - полковник, в очередной раз проходя перед строем,видит, что у этого солдата проблема не исчезла. Тогда он спрашивает усержанта:- Сержант, я предоставил этому солдату целых три месяца отпуска, что с  ним такое?Сержант:- Дело в том, что это он в ВАС влюблен, господин полковник.",армия
1947,"В дополнение к гербу, гимну и флагу России было принято :В качестве флага армии - традиционное красное знамяс серпом и молотом.В качестве флага флота - традиционное черное знамяс черепом и костями.",армия
1948,"Владимир Путин, Игорь Сергеев, Анатолий Квашнин и Сергей Иванов собралисьна совещание по поводу судьбы росийской армии.- А почему у нас армия такая хуевая? - поинтересовался Путин.- Да вот, хуевая, однако, - определил Сергеев.- Да, что не говори, хуевая, - поддакнул Квашнин.- Разговору нет, хуевая, - подытожил Иванов.В новостях передали:...была достигнута единая оценка состояния вооруженных сил РФ...",армия
1949,"Поспорили русские с американцами, у кого армия круче. Hу, решили высадить лучшиеподразделения на остров, кто выживет, тот и победил. А у русских все лучшие вЧечне воюют, остальные или миротворцы, или на объектах, или новобранцы. Hу делатьнечего, решили высадить зеков. Высаживаются, значит, зеленые береты и зеки наострове, а командование их на полянке ждет. Через некоторое время на полянкувыползает окровавленый берет, к нему подбегаю американские генералы испрашивают:- Hу что? Мы победили?- Hет, пока только за козлов ответили.",армия
1950,"Молодой человек пришел на вербовочный пункт.Офицер-вербовщик поприветствовал его и спросил:- Как вас зовут, молодой человек?- Джим Сулливан, сэр.- Вы хотите добровольно вступить в вооруженные силы?- Да, сэр.- И где вы хотите служить?- Я хочу служить на флоте.- Вы умеете плавать?- Я полагал, что на флоте плавают на кораблях, сэр.",армия
1951,"Идут учения Флота НАТО. Корабли маневрируют, стреляют, выполняютучебные задачи. Вдруг ракета, выпущенная с одного корабля, отклоняетсяот курса, летит в соседний крейсер, и срезает начисто мачту.Через пять минут на капитанский мостик корабля, с которого была пущенаракета, вбегает радист и докладывает:- Капитан, вам телефонограмма от Адмирала!Капитан:- Читай громко, сынок!Радист читает:- Поганый недоносок. Осел безмозглый. Идиот идиотский. Ты чуть было  не уничтожил наш корабль, мазерфакер ты этакий.Капитан:- Хорошо, сынок. Теперь иди в радиорубку и раскодируй это сообщение!",армия
1952,"Сержант объясняет новобранцам:- Если камень подбросить вверх, он упадет на землю. Это  означает, что действует сила земного притяжения.Новобранец:- А если камень упадет в воду?Сержант:- Это нас не касается. Этим занимаются во флоте.",армия
1953,"Приезжает в часть генерал. С проверкой. Прошел, посмотрел. Созвалвсех офицеров в штабе. Злой такой, Начинает орать:- Да ето что такое-то? Да как так можно-то!?  Пушки ржавые, танки не на ходу, солдаты все пьяные спят!  А случись завтра война? Кто Родину будет защищать? Я, что ли?  Да на х%й мне это надо!!!",армия
1954,"В военкомате работает призывная комиссия. К военкому обращаетсяодин призывник и умоляет:- Товарищ полковник, отстраните меня от армии,  а я вам пять тысяч дам!- Не обманешь? Хорошо, приходи сегодня на кладбище  в два часа ночи с деньгами.В назначенное время призывник пришел на кладбищеи видит такую картину: сидит военком на кресте,весь голый, в руках гитара и песни поет. Увиделпризывника, слез с креста, взял деньги и говорит:- Завтра к 10.00 приходи на призывную комиссию,  я все устрою.Приходит на следующий день призывник, а ему говорят:- Зачислен ты, паря, на флот на 3 года.У призывника чуть сердце не остановилось.- Как же так? Я сегодня ночью военкому 5 тысяч отдал,  а вы меня на флот, да еще и на 3 года!?Военком поражен:- Когда? Клевета! Ничего не давал!- Как же, товарищ полковник, вы еще голым на кресте  сидели, песни на все кладбище орали!Военком и говорит:- Товарищи члены комиссии! Да у парня с головой  не все в порядке. Его не то что во флот... вообще  от армии надо отстранить!",армия
1955,"Сегодня вспоминал своего отца... (Родился он 16 июля 1932г.)У него было хобби,ремонтировал старую радиоаппаратуру и магнитофоны. Еще настенные часы старинные. Одни такие часы, если не ошибаюсь,фирмы Бурэ,он подарил Володе Высоцкому,отец с ним общался и помогал с звукозаписывающей аппаратурой,было это где то в начале 70х. Я был совсем маленький, ничего не помню, а мама рассказывала, у нас в гостях были как то Высоцкий и с ним еще некий поэт, если не путаю. по имени Тыко Вылка, бухали они у нас дома два дня подряд,пили просто страшно,в итоге,поэт бегал по двору с топором,допился до белочки,короче, мама их обоих выставила на улицу... Ну да ладно,это уже совсем другая история ... Как то, зимой 1977г., отец притащил домой списанный армейский приемник, видимо, довоенный. Корпус хороший, детали почти все на месте, не хватало только ламп, но это дело тогда было легко поправимое. Починил, настроил. И оказалось, что приемник этот ловит на КВ вообще все ""вражьи голоса"", даже очень-очень сильно заглушаемые. Я тогда учился в 7-м классе, делал уроки вечером, и , как то нечаянно, ""Голос Америки"" весь вечер прослушал. Много вопросов появилось после одной программы... В школе на следующий день я, наивный, спросил на политинформации : ""-а почему нам ничего на истории не говорили про Новочеркасские события?"" ... Такой реакции я не ожидал... На меня даже не столько наша классная орала, ту просто сразу парализовало от ненависти, как наш комсорг Лена, этакая жирная туша в очках с огромными линзами, та еще комсомольская сука,стукачка, от истерики ее всю аж скрючило. Орала минут 15, визгливо и плюясь ... При этом, вроде она много-иного всего говорила, и вроде бы и по-русски, а я слушаю - и ни слова не понимаю... О чем она? ... Какое отношение все это имеет к простому вопросу,что я задал? После чего, наша классная просит класс высказаться в мой адрес... А я, решив что терять мне все равно уже нечего - возьми и ляпни : ""А что вы хотите услышать от класса,после такой мощной артподготовки?"" ... И тут произошло нечто странное...Наш отличник и ботаник, Саша Ст., вдруг говорит: ""А ведь он прав! Почему же ему ничего не ответили на его вопрос, а сразу стали на него орать?"" ... Классная посерела, но промолчала,почему то ...Сашка меня тогда просто поразил. Вроде особыми друзьями мы никогда не были. С чего он вдруг за меня тогда вступился? Или в этом и есть отличие хорошего человека от всех остальных? И на этом его вопросе, как то сразу,""запланированное осуждение врага народа"" увяло,никто больше ничего не захотел сказать,вскоре все мы разошлись по домам.За четверть мне влепили ""уд"" по поведению,даже не ""неуд"", (а я хорошо учился,без троек), каким то чудом все обошлось без последствий.Приемник тот,от греха подальше, родители увезли на дачу... После школы все разъехались, Сашу я больше никогда не видел,а не так давно узнал от одного одноклассника, что Саша закончил медицинский, работал хирургом, и умер прямо на работе, всего в 40 с небольшим лет, - сердце отказало ... Жаль. Очень жаль... Хорошие люди часто уходят первыми, совсем молодыми ...",школа
